,w0,w1,w2,w3,a0,a1,a2,a3,direction
429,235.0,686.0,365.0,214.0,0,1,0,0,right
430,235.0,683.0,365.0,217.0,0,1,0,0,right
431,235.0,671.0,365.0,229.0,0,1,0,0,right
432,235.0,662.0,365.0,238.0,0,1,0,0,right
433,235.0,659.0,365.0,241.0,0,1,0,0,right
434,235.0,650.0,365.0,250.0,0,1,0,0,right
435,235.0,647.0,365.0,253.0,0,1,0,0,right
436,238.0,643.0,362.0,257.0,0,0,1,0,down
437,244.0,643.0,356.0,257.0,0,0,1,0,down
438,247.0,643.0,353.0,257.0,0,0,1,0,down
439,253.0,643.0,347.0,257.0,0,0,1,0,down
440,256.0,643.0,344.0,257.0,0,0,1,0,down
441,265.0,643.0,335.0,257.0,0,0,1,0,down
442,268.0,643.0,332.0,257.0,0,0,1,0,down
443,271.0,643.0,329.0,257.0,0,0,1,0,down
444,274.0,643.0,326.0,257.0,0,0,1,0,down
445,277.0,643.0,323.0,257.0,0,0,1,0,down
446,286.0,643.0,314.0,257.0,0,0,1,0,down
447,292.0,643.0,308.0,257.0,0,0,1,0,down
448,298.0,643.0,302.0,257.0,0,0,1,0,down
449,301.0,643.0,299.0,257.0,0,0,1,0,down
450,304.0,643.0,296.0,257.0,0,0,1,0,down
451,325.0,643.0,275.0,257.0,0,0,1,0,down
452,328.0,643.0,272.0,257.0,0,0,1,0,down
453,331.0,643.0,269.0,257.0,0,0,1,0,down
454,334.0,643.0,266.0,257.0,0,0,1,0,down
455,337.0,643.0,263.0,257.0,0,0,1,0,down
456,346.0,643.0,254.0,257.0,0,0,1,0,down
457,352.0,643.0,248.0,257.0,0,0,1,0,down
458,355.0,643.0,245.0,257.0,0,0,1,0,down
459,367.0,643.0,233.0,257.0,0,0,1,0,down
460,370.0,643.0,230.0,257.0,0,0,1,0,down
461,373.0,643.0,227.0,257.0,0,0,1,0,down
462,376.0,643.0,224.0,257.0,0,0,1,0,down
463,379.0,643.0,221.0,257.0,0,0,1,0,down
464,397.0,643.0,203.0,257.0,0,0,1,0,down
465,400.0,643.0,200.0,257.0,0,0,1,0,down
466,406.0,643.0,194.0,257.0,0,0,1,0,down
467,412.0,643.0,188.0,257.0,0,0,1,0,down
468,418.0,643.0,182.0,257.0,0,0,1,0,down
469,424.0,643.0,176.0,257.0,0,0,1,0,down
470,430.0,643.0,170.0,257.0,0,0,1,0,down
471,433.0,643.0,167.0,257.0,0,0,1,0,down
472,436.0,643.0,164.0,257.0,0,0,1,0,down
473,442.0,643.0,158.0,257.0,0,0,1,0,down
474,445.0,643.0,155.0,257.0,0,0,1,0,down
475,454.0,643.0,146.0,257.0,0,0,1,0,down
476,457.0,643.0,143.0,257.0,0,0,1,0,down
477,460.0,643.0,140.0,257.0,0,0,1,0,down
478,463.0,643.0,137.0,257.0,0,0,1,0,down
479,469.0,643.0,131.0,257.0,0,0,1,0,down
480,475.0,643.0,125.0,257.0,0,0,1,0,down
481,481.0,643.0,119.0,257.0,0,0,1,0,down
482,484.0,643.0,116.0,257.0,0,0,1,0,down
483,487.0,643.0,113.0,257.0,0,0,1,0,down
484,490.0,643.0,110.0,257.0,0,0,1,0,down
485,493.0,643.0,107.0,257.0,0,0,1,0,down
486,496.0,643.0,104.0,257.0,0,0,1,0,down
487,499.0,643.0,101.0,257.0,0,0,1,0,down
488,505.0,643.0,95.0,257.0,0,0,1,0,down
489,508.0,643.0,92.0,257.0,0,0,1,0,down
490,523.0,643.0,77.0,257.0,0,0,1,0,down
491,526.0,643.0,74.0,257.0,0,0,1,0,down
492,529.0,643.0,71.0,257.0,0,0,1,0,down
493,535.0,643.0,65.0,257.0,0,0,1,0,down
494,550.0,643.0,50.0,257.0,0,0,1,0,down
495,551.0,631.0,49.0,269.0,0,1,0,0,right
496,551.0,627.0,49.0,273.0,0,1,0,0,right
497,551.0,619.0,49.0,281.0,0,1,0,0,right
498,551.0,603.0,49.0,297.0,0,1,0,0,right
499,551.0,587.0,49.0,313.0,0,1,0,0,right
500,551.0,583.0,49.0,317.0,0,1,0,0,right
501,551.0,579.0,49.0,321.0,0,1,0,0,right
502,551.0,575.0,49.0,325.0,0,1,0,0,right
503,551.0,567.0,49.0,333.0,0,1,0,0,right
504,551.0,563.0,49.0,337.0,0,1,0,0,right
505,551.0,559.0,49.0,341.0,0,1,0,0,right
506,551.0,551.0,49.0,349.0,0,1,0,0,right
507,551.0,547.0,49.0,353.0,0,1,0,0,right
508,551.0,543.0,49.0,357.0,0,1,0,0,right
509,551.0,535.0,49.0,365.0,0,1,0,0,right
510,551.0,523.0,49.0,377.0,0,1,0,0,right
511,551.0,515.0,49.0,385.0,0,1,0,0,right
512,551.0,511.0,49.0,389.0,0,1,0,0,right
513,551.0,507.0,49.0,393.0,0,1,0,0,right
514,551.0,503.0,49.0,397.0,0,1,0,0,right
515,551.0,499.0,49.0,401.0,0,1,0,0,right
516,551.0,491.0,49.0,409.0,0,1,0,0,right
517,551.0,487.0,49.0,413.0,0,1,0,0,right
518,551.0,475.0,49.0,425.0,0,1,0,0,right
519,551.0,463.0,49.0,437.0,0,1,0,0,right
520,551.0,455.0,49.0,445.0,0,1,0,0,right
521,551.0,443.0,49.0,457.0,0,1,0,0,right
522,551.0,439.0,49.0,461.0,0,1,0,0,right
523,551.0,435.0,49.0,465.0,0,1,0,0,right
524,551.0,431.0,49.0,469.0,0,1,0,0,right
525,551.0,427.0,49.0,473.0,0,1,0,0,right
526,551.0,423.0,49.0,477.0,0,1,0,0,right
527,551.0,411.0,49.0,489.0,0,1,0,0,right
528,551.0,395.0,49.0,505.0,0,1,0,0,right
529,551.0,391.0,49.0,509.0,0,1,0,0,right
530,551.0,387.0,49.0,513.0,0,1,0,0,right
531,551.0,379.0,49.0,521.0,0,1,0,0,right
532,551.0,371.0,49.0,529.0,0,1,0,0,right
533,551.0,367.0,49.0,533.0,0,1,0,0,right
534,551.0,355.0,49.0,545.0,0,1,0,0,right
535,551.0,347.0,49.0,553.0,0,1,0,0,right
536,551.0,343.0,49.0,557.0,0,1,0,0,right
537,551.0,339.0,49.0,561.0,0,1,0,0,right
538,551.0,335.0,49.0,565.0,0,1,0,0,right
539,551.0,323.0,49.0,577.0,0,1,0,0,right
540,551.0,319.0,49.0,581.0,0,1,0,0,right
541,551.0,299.0,49.0,601.0,0,1,0,0,right
542,551.0,291.0,49.0,609.0,0,1,0,0,right
543,551.0,275.0,49.0,625.0,0,1,0,0,right
544,551.0,271.0,49.0,629.0,0,1,0,0,right
545,551.0,263.0,49.0,637.0,0,1,0,0,right
546,551.0,255.0,49.0,645.0,0,1,0,0,right
547,551.0,243.0,49.0,657.0,0,1,0,0,right
548,551.0,239.0,49.0,661.0,0,1,0,0,right
549,551.0,235.0,49.0,665.0,0,1,0,0,right
550,551.0,219.0,49.0,681.0,0,1,0,0,right
551,551.0,207.0,49.0,693.0,0,1,0,0,right
552,551.0,203.0,49.0,697.0,0,1,0,0,right
553,551.0,183.0,49.0,717.0,0,1,0,0,right
554,551.0,179.0,49.0,721.0,0,1,0,0,right
555,551.0,175.0,49.0,725.0,0,1,0,0,right
556,551.0,171.0,49.0,729.0,0,1,0,0,right
557,551.0,168.0,49.0,732.0,0,1,0,0,right
558,547.0,168.0,53.0,732.0,1,0,0,0,up
559,543.0,168.0,57.0,732.0,1,0,0,0,up
560,531.0,168.0,69.0,732.0,1,0,0,0,up
561,527.0,168.0,73.0,732.0,1,0,0,0,up
562,523.0,168.0,77.0,732.0,1,0,0,0,up
563,515.0,168.0,85.0,732.0,1,0,0,0,up
564,511.0,168.0,89.0,732.0,1,0,0,0,up
565,507.0,168.0,93.0,732.0,1,0,0,0,up
566,503.0,168.0,97.0,732.0,1,0,0,0,up
567,499.0,168.0,101.0,732.0,1,0,0,0,up
568,487.0,168.0,113.0,732.0,1,0,0,0,up
569,479.0,168.0,121.0,732.0,1,0,0,0,up
570,471.0,168.0,129.0,732.0,1,0,0,0,up
571,459.0,168.0,141.0,732.0,1,0,0,0,up
572,455.0,168.0,145.0,732.0,1,0,0,0,up
573,451.0,168.0,149.0,732.0,1,0,0,0,up
574,447.0,168.0,153.0,732.0,1,0,0,0,up
575,439.0,168.0,161.0,732.0,1,0,0,0,up
576,431.0,168.0,169.0,732.0,1,0,0,0,up
577,419.0,168.0,181.0,732.0,1,0,0,0,up
578,407.0,168.0,193.0,732.0,1,0,0,0,up
579,399.0,168.0,201.0,732.0,1,0,0,0,up
580,383.0,173.0,217.0,727.0,0,0,0,1,left
581,383.0,178.0,217.0,722.0,0,0,0,1,left
582,383.0,183.0,217.0,717.0,0,0,0,1,left
583,383.0,188.0,217.0,712.0,0,0,0,1,left
584,383.0,193.0,217.0,707.0,0,0,0,1,left
585,383.0,223.0,217.0,677.0,0,0,0,1,left
586,383.0,248.0,217.0,652.0,0,0,0,1,left
587,383.0,253.0,217.0,647.0,0,0,0,1,left
588,383.0,258.0,217.0,642.0,0,0,0,1,left
589,383.0,263.0,217.0,637.0,0,0,0,1,left
590,383.0,283.0,217.0,617.0,0,0,0,1,left
591,383.0,293.0,217.0,607.0,0,0,0,1,left
592,383.0,303.0,217.0,597.0,0,0,0,1,left
593,383.0,308.0,217.0,592.0,0,0,0,1,left
594,383.0,313.0,217.0,587.0,0,0,0,1,left
595,383.0,318.0,217.0,582.0,0,0,0,1,left
596,383.0,323.0,217.0,577.0,0,0,0,1,left
597,383.0,328.0,217.0,572.0,0,0,0,1,left
598,383.0,343.0,217.0,557.0,0,0,0,1,left
599,383.0,348.0,217.0,552.0,0,0,0,1,left
600,383.0,353.0,217.0,547.0,0,0,0,1,left
601,383.0,358.0,217.0,542.0,0,0,0,1,left
602,383.0,363.0,217.0,537.0,0,0,0,1,left
603,383.0,373.0,217.0,527.0,0,0,0,1,left
604,383.0,378.0,217.0,522.0,0,0,0,1,left
605,383.0,383.0,217.0,517.0,0,0,0,1,left
606,383.0,393.0,217.0,507.0,0,0,0,1,left
607,383.0,398.0,217.0,502.0,0,0,0,1,left
608,383.0,403.0,217.0,497.0,0,0,0,1,left
609,383.0,408.0,217.0,492.0,0,0,0,1,left
610,383.0,423.0,217.0,477.0,0,0,0,1,left
611,383.0,428.0,217.0,472.0,0,0,0,1,left
612,383.0,433.0,217.0,467.0,0,0,0,1,left
613,383.0,448.0,217.0,452.0,0,0,0,1,left
614,383.0,458.0,217.0,442.0,0,0,0,1,left
615,383.0,463.0,217.0,437.0,0,0,0,1,left
616,383.0,473.0,217.0,427.0,0,0,0,1,left
617,383.0,503.0,217.0,397.0,0,0,0,1,left
618,383.0,513.0,217.0,387.0,0,0,0,1,left
619,383.0,523.0,217.0,377.0,0,0,0,1,left
620,383.0,528.0,217.0,372.0,0,0,0,1,left
621,383.0,533.0,217.0,367.0,0,0,0,1,left
622,383.0,538.0,217.0,362.0,0,0,0,1,left
623,383.0,543.0,217.0,357.0,0,0,0,1,left
624,383.0,548.0,217.0,352.0,0,0,0,1,left
625,383.0,558.0,217.0,342.0,0,0,0,1,left
626,383.0,568.0,217.0,332.0,0,0,0,1,left
627,383.0,573.0,217.0,327.0,0,0,0,1,left
628,383.0,588.0,217.0,312.0,0,0,0,1,left
629,383.0,593.0,217.0,307.0,0,0,0,1,left
630,383.0,598.0,217.0,302.0,0,0,0,1,left
631,383.0,613.0,217.0,287.0,0,0,0,1,left
632,383.0,633.0,217.0,267.0,0,0,0,1,left
633,383.0,643.0,217.0,257.0,0,0,0,1,left
634,383.0,648.0,217.0,252.0,0,0,0,1,left
635,383.0,658.0,217.0,242.0,0,0,0,1,left
636,383.0,688.0,217.0,212.0,0,0,0,1,left
637,383.0,698.0,217.0,202.0,0,0,0,1,left
638,383.0,703.0,217.0,197.0,0,0,0,1,left
639,383.0,713.0,217.0,187.0,0,0,0,1,left
640,383.0,718.0,217.0,182.0,0,0,0,1,left
641,383.0,728.0,217.0,172.0,0,0,0,1,left
642,383.0,738.0,217.0,162.0,0,0,0,1,left
643,383.0,758.0,217.0,142.0,0,0,0,1,left
644,383.0,763.0,217.0,137.0,0,0,0,1,left
645,383.0,768.0,217.0,132.0,0,0,0,1,left
646,383.0,773.0,217.0,127.0,0,0,0,1,left
647,383.0,787.0,217.0,113.0,0,0,0,1,left
648,368.0,787.0,232.0,113.0,1,0,0,0,up
649,358.0,787.0,242.0,113.0,1,0,0,0,up
650,348.0,787.0,252.0,113.0,1,0,0,0,up
651,333.0,787.0,267.0,113.0,1,0,0,0,up
652,328.0,787.0,272.0,113.0,1,0,0,0,up
653,318.0,787.0,282.0,113.0,1,0,0,0,up
654,313.0,787.0,287.0,113.0,1,0,0,0,up
655,293.0,787.0,307.0,113.0,1,0,0,0,up
656,288.0,787.0,312.0,113.0,1,0,0,0,up
657,273.0,787.0,327.0,113.0,1,0,0,0,up
658,268.0,787.0,332.0,113.0,1,0,0,0,up
659,263.0,787.0,337.0,113.0,1,0,0,0,up
660,250.0,775.0,350.0,125.0,0,1,0,0,right
661,250.0,763.0,350.0,137.0,0,1,0,0,right
662,250.0,739.0,350.0,161.0,0,1,0,0,right
663,250.0,721.0,350.0,179.0,0,1,0,0,right
664,250.0,715.0,350.0,185.0,0,1,0,0,right
665,250.0,709.0,350.0,191.0,0,1,0,0,right
666,250.0,691.0,350.0,209.0,0,1,0,0,right
667,250.0,679.0,350.0,221.0,0,1,0,0,right
668,250.0,667.0,350.0,233.0,0,1,0,0,right
669,250.0,661.0,350.0,239.0,0,1,0,0,right
670,250.0,649.0,350.0,251.0,0,1,0,0,right
671,250.0,643.0,350.0,257.0,0,1,0,0,right
672,250.0,637.0,350.0,263.0,0,1,0,0,right
673,250.0,619.0,350.0,281.0,0,1,0,0,right
674,250.0,613.0,350.0,287.0,0,1,0,0,right
675,250.0,607.0,350.0,293.0,0,1,0,0,right
676,250.0,595.0,350.0,305.0,0,1,0,0,right
677,250.0,583.0,350.0,317.0,0,1,0,0,right
678,250.0,571.0,350.0,329.0,0,1,0,0,right
679,250.0,565.0,350.0,335.0,0,1,0,0,right
680,250.0,559.0,350.0,341.0,0,1,0,0,right
681,250.0,547.0,350.0,353.0,0,1,0,0,right
682,250.0,529.0,350.0,371.0,0,1,0,0,right
683,250.0,517.0,350.0,383.0,0,1,0,0,right
684,250.0,499.0,350.0,401.0,0,1,0,0,right
685,250.0,481.0,350.0,419.0,0,1,0,0,right
686,250.0,480.0,350.0,420.0,0,1,0,0,right
687,262.0,480.0,338.0,420.0,0,0,1,0,down
688,274.0,480.0,326.0,420.0,0,0,1,0,down
689,280.0,480.0,320.0,420.0,0,0,1,0,down
690,310.0,480.0,290.0,420.0,0,0,1,0,down
691,322.0,480.0,278.0,420.0,0,0,1,0,down
692,334.0,480.0,266.0,420.0,0,0,1,0,down
693,340.0,480.0,260.0,420.0,0,0,1,0,down
694,346.0,480.0,254.0,420.0,0,0,1,0,down
695,352.0,480.0,248.0,420.0,0,0,1,0,down
696,358.0,480.0,242.0,420.0,0,0,1,0,down
697,364.0,480.0,236.0,420.0,0,0,1,0,down
698,370.0,480.0,230.0,420.0,0,0,1,0,down
699,376.0,480.0,224.0,420.0,0,0,1,0,down
700,412.0,480.0,188.0,420.0,0,0,1,0,down
701,436.0,480.0,164.0,420.0,0,0,1,0,down
702,466.0,480.0,134.0,420.0,0,0,1,0,down
703,484.0,480.0,116.0,420.0,0,0,1,0,down
704,490.0,480.0,110.0,420.0,0,0,1,0,down
705,496.0,480.0,104.0,420.0,0,0,1,0,down
706,508.0,480.0,92.0,420.0,0,0,1,0,down
707,520.0,480.0,80.0,420.0,0,0,1,0,down
708,532.0,480.0,68.0,420.0,0,0,1,0,down
709,544.0,480.0,56.0,420.0,0,0,1,0,down
710,550.0,480.0,50.0,420.0,0,0,1,0,down
711,550.0,466.0,50.0,434.0,0,1,0,0,right
712,550.0,459.0,50.0,441.0,0,1,0,0,right
713,550.0,452.0,50.0,448.0,0,1,0,0,right
714,550.0,445.0,50.0,455.0,0,1,0,0,right
715,550.0,438.0,50.0,462.0,0,1,0,0,right
716,550.0,431.0,50.0,469.0,0,1,0,0,right
717,550.0,424.0,50.0,476.0,0,1,0,0,right
718,550.0,417.0,50.0,483.0,0,1,0,0,right
719,550.0,333.0,50.0,567.0,0,1,0,0,right
720,550.0,326.0,50.0,574.0,0,1,0,0,right
721,550.0,312.0,50.0,588.0,0,1,0,0,right
722,550.0,298.0,50.0,602.0,0,1,0,0,right
723,550.0,277.0,50.0,623.0,0,1,0,0,right
724,550.0,270.0,50.0,630.0,0,1,0,0,right
725,550.0,263.0,50.0,637.0,0,1,0,0,right
726,550.0,256.0,50.0,644.0,0,1,0,0,right
727,550.0,249.0,50.0,651.0,0,1,0,0,right
728,550.0,228.0,50.0,672.0,0,1,0,0,right
729,550.0,221.0,50.0,679.0,0,1,0,0,right
730,550.0,193.0,50.0,707.0,0,1,0,0,right
731,550.0,179.0,50.0,721.0,0,1,0,0,right
732,550.0,172.0,50.0,728.0,0,1,0,0,right
733,550.0,137.0,50.0,763.0,0,1,0,0,right
734,550.0,130.0,50.0,770.0,0,1,0,0,right
735,550.0,102.0,50.0,798.0,0,1,0,0,right
736,550.0,88.0,50.0,812.0,0,1,0,0,right
737,543.0,85.0,57.0,815.0,1,0,0,0,up
738,515.0,85.0,85.0,815.0,1,0,0,0,up
739,508.0,85.0,92.0,815.0,1,0,0,0,up
740,501.0,85.0,99.0,815.0,1,0,0,0,up
741,494.0,85.0,106.0,815.0,1,0,0,0,up
742,487.0,85.0,113.0,815.0,1,0,0,0,up
743,480.0,85.0,120.0,815.0,1,0,0,0,up
744,473.0,85.0,127.0,815.0,1,0,0,0,up
745,466.0,85.0,134.0,815.0,1,0,0,0,up
746,459.0,85.0,141.0,815.0,1,0,0,0,up
747,452.0,85.0,148.0,815.0,1,0,0,0,up
748,431.0,85.0,169.0,815.0,1,0,0,0,up
749,417.0,85.0,183.0,815.0,1,0,0,0,up
750,410.0,85.0,190.0,815.0,1,0,0,0,up
751,382.0,85.0,218.0,815.0,1,0,0,0,up
752,375.0,85.0,225.0,815.0,1,0,0,0,up
753,340.0,85.0,260.0,815.0,1,0,0,0,up
754,333.0,85.0,267.0,815.0,1,0,0,0,up
755,326.0,85.0,274.0,815.0,1,0,0,0,up
756,319.0,85.0,281.0,815.0,1,0,0,0,up
757,312.0,85.0,288.0,815.0,1,0,0,0,up
758,298.0,85.0,302.0,815.0,1,0,0,0,up
759,284.0,85.0,316.0,815.0,1,0,0,0,up
760,277.0,85.0,323.0,815.0,1,0,0,0,up
761,270.0,85.0,330.0,815.0,1,0,0,0,up
762,256.0,85.0,344.0,815.0,1,0,0,0,up
763,249.0,85.0,351.0,815.0,1,0,0,0,up
764,235.0,85.0,365.0,815.0,1,0,0,0,up
765,228.0,85.0,372.0,815.0,1,0,0,0,up
766,221.0,85.0,379.0,815.0,1,0,0,0,up
767,207.0,85.0,393.0,815.0,1,0,0,0,up
768,193.0,85.0,407.0,815.0,1,0,0,0,up
769,177.0,101.0,423.0,799.0,0,0,0,1,left
770,177.0,109.0,423.0,791.0,0,0,0,1,left
771,177.0,117.0,423.0,783.0,0,0,0,1,left
772,177.0,125.0,423.0,775.0,0,0,0,1,left
773,177.0,133.0,423.0,767.0,0,0,0,1,left
774,177.0,157.0,423.0,743.0,0,0,0,1,left
775,177.0,165.0,423.0,735.0,0,0,0,1,left
776,177.0,173.0,423.0,727.0,0,0,0,1,left
777,177.0,197.0,423.0,703.0,0,0,0,1,left
778,177.0,221.0,423.0,679.0,0,0,0,1,left
779,177.0,237.0,423.0,663.0,0,0,0,1,left
780,177.0,261.0,423.0,639.0,0,0,0,1,left
781,177.0,293.0,423.0,607.0,0,0,0,1,left
782,177.0,301.0,423.0,599.0,0,0,0,1,left
783,177.0,317.0,423.0,583.0,0,0,0,1,left
784,177.0,333.0,423.0,567.0,0,0,0,1,left
785,177.0,357.0,423.0,543.0,0,0,0,1,left
786,177.0,365.0,423.0,535.0,0,0,0,1,left
787,177.0,389.0,423.0,511.0,0,0,0,1,left
788,177.0,397.0,423.0,503.0,0,0,0,1,left
789,177.0,405.0,423.0,495.0,0,0,0,1,left
790,177.0,413.0,423.0,487.0,0,0,0,1,left
791,177.0,421.0,423.0,479.0,0,0,0,1,left
792,177.0,429.0,423.0,471.0,0,0,0,1,left
793,177.0,445.0,423.0,455.0,0,0,0,1,left
794,177.0,461.0,423.0,439.0,0,0,0,1,left
795,177.0,485.0,423.0,415.0,0,0,0,1,left
796,177.0,493.0,423.0,407.0,0,0,0,1,left
797,177.0,501.0,423.0,399.0,0,0,0,1,left
798,177.0,525.0,423.0,375.0,0,0,0,1,left
799,177.0,549.0,423.0,351.0,0,0,0,1,left
800,177.0,573.0,423.0,327.0,0,0,0,1,left
801,177.0,581.0,423.0,319.0,0,0,0,1,left
802,177.0,589.0,423.0,311.0,0,0,0,1,left
803,177.0,597.0,423.0,303.0,0,0,0,1,left
804,177.0,605.0,423.0,295.0,0,0,0,1,left
805,177.0,613.0,423.0,287.0,0,0,0,1,left
806,177.0,621.0,423.0,279.0,0,0,0,1,left
807,177.0,629.0,423.0,271.0,0,0,0,1,left
808,177.0,653.0,423.0,247.0,0,0,0,1,left
809,177.0,669.0,423.0,231.0,0,0,0,1,left
810,177.0,677.0,423.0,223.0,0,0,0,1,left
811,177.0,685.0,423.0,215.0,0,0,0,1,left
812,177.0,709.0,423.0,191.0,0,0,0,1,left
813,177.0,713.0,423.0,187.0,0,0,0,1,left
814,185.0,713.0,415.0,187.0,0,0,1,0,down
815,193.0,713.0,407.0,187.0,0,0,1,0,down
816,201.0,713.0,399.0,187.0,0,0,1,0,down
817,217.0,713.0,383.0,187.0,0,0,1,0,down
818,233.0,713.0,367.0,187.0,0,0,1,0,down
819,249.0,713.0,351.0,187.0,0,0,1,0,down
820,263.0,713.0,337.0,187.0,0,0,1,0,down
821,263.0,704.0,337.0,196.0,0,1,0,0,right
822,263.0,677.0,337.0,223.0,0,1,0,0,right
823,263.0,650.0,337.0,250.0,0,1,0,0,right
824,263.0,623.0,337.0,277.0,0,1,0,0,right
825,263.0,605.0,337.0,295.0,0,1,0,0,right
826,263.0,587.0,337.0,313.0,0,1,0,0,right
827,263.0,578.0,337.0,322.0,0,1,0,0,right
828,263.0,569.0,337.0,331.0,0,1,0,0,right
829,263.0,560.0,337.0,340.0,0,1,0,0,right
830,263.0,551.0,337.0,349.0,0,1,0,0,right
831,263.0,542.0,337.0,358.0,0,1,0,0,right
832,263.0,524.0,337.0,376.0,0,1,0,0,right
833,263.0,515.0,337.0,385.0,0,1,0,0,right
834,263.0,506.0,337.0,394.0,0,1,0,0,right
835,263.0,497.0,337.0,403.0,0,1,0,0,right
836,263.0,488.0,337.0,412.0,0,1,0,0,right
837,263.0,470.0,337.0,430.0,0,1,0,0,right
838,263.0,443.0,337.0,457.0,0,1,0,0,right
839,263.0,434.0,337.0,466.0,0,1,0,0,right
840,263.0,416.0,337.0,484.0,0,1,0,0,right
841,263.0,380.0,337.0,520.0,0,1,0,0,right
842,263.0,362.0,337.0,538.0,0,1,0,0,right
843,263.0,317.0,337.0,583.0,0,1,0,0,right
844,263.0,287.0,337.0,613.0,0,1,0,0,right
845,281.0,287.0,319.0,613.0,0,0,1,0,down
846,296.0,257.0,304.0,643.0,0,1,0,0,right
847,296.0,237.0,304.0,663.0,0,1,0,0,right
848,296.0,227.0,304.0,673.0,0,1,0,0,right
849,296.0,197.0,304.0,703.0,0,1,0,0,right
850,296.0,187.0,304.0,713.0,0,1,0,0,right
851,296.0,167.0,304.0,733.0,0,1,0,0,right
852,296.0,137.0,304.0,763.0,0,1,0,0,right
853,296.0,127.0,304.0,773.0,0,1,0,0,right
854,296.0,117.0,304.0,783.0,0,1,0,0,right
855,296.0,107.0,304.0,793.0,0,1,0,0,right
856,296.0,87.0,304.0,813.0,0,1,0,0,right
857,296.0,77.0,304.0,823.0,0,1,0,0,right
858,296.0,67.0,304.0,833.0,0,1,0,0,right
859,296.0,57.0,304.0,843.0,0,1,0,0,right
860,296.0,37.0,304.0,863.0,0,1,0,0,right
